Unnamed: 0,key1,key2,label,partition_x,pauthor_1,ptitle_1,pyear_1,pid_1,pkey_1,ptype_id_1,pjournal_id_1,pbooktitle_id_1,pjournalfull_id_1,pbooktitlefull_id_1,partition_y,pauthor_2,ptitle_2,pyear_2,pid_2,pkey_2,ptype_id_2,pjournal_id_2,pbooktitle_id_2,pjournalfull_id_2,pbooktitlefull_id_2,partition,title_sim,author_jaccard,year_diff,same_journal,same_booktitle,same_ptype,first_author_match,title_len_diff,shared_title_words,same_year,author_count_1,author_count_2,author_count_diff,title_jaccard
2688,conf/itc/AgrawalBD96,conf/itc/VogelsZDBMBNFHGMRT04,True,6,vishwani d. agrawal|ronald d. blanton|maurizio damiani,synthesis of self-testing finite state machines from high-level specifications.,1996,532205,conf/itc/AgrawalBD96,1,0,439,0,439,1,thomas j. vogels|thomas zanon|rao desineni|r. d. (shawn) blanton|wojciech maly|jason g. brown|jeffrey e. nelson|y. fei|x. huang|padmini gopalakrishnan|mahim mishra|v. rovner|s. tiwary,benchmarking diagnosis algorithms with a diverse set of ic deformations.,2004,534951,conf/itc/VogelsZDBMBNFHGMRT04,1,0,439,0,439,4,0.0,0.0,8,1,1,1,0,7,1,0,3,13,10,0.05555555555555555
2689,journals/tit/HeegardLS95,conf/3dpvt/DarbandiIL06,True,3,chris heegard|j. little|keith saints,systematic encoding via grobner bases for a class of algebraic-geometric goppa codes.,1995,2257496,journals/tit/HeegardLS95,1,2,5,2,5,2,h. b. darbandi|m. r. ito|j. little,flatness and orientation signature for modeling and matching 3d objects.,2006,4562,conf/3dpvt/DarbandiIL06,4,0,1447,0,1447,1,0.0,0.2,11,0,0,0,0,13,1,0,3,3,0,0.05
2691,conf/3dim/BrownL05,conf/cdc/MacKunisWKD09,False,7,matthew brown|david g. lowe,unsupervised 3d object recognition and reconstruction in unordered datasets.,2005,3953,conf/3dim/BrownL05,1,0,44,0,44,3,william mackunis|zachary d. wilcox|m. kent kaiser|warren e. dixon,global adaptive output feedback mrac.,2009,883232,conf/cdc/MacKunisWKD09,1,0,44,0,44,1,0.0,0.0,4,1,1,1,0,39,0,0,2,4,2,0.0
2692,conf/islped/AthasTSPLJWL97,journals/gis/RoongpiboonsopitK10,False,1,william c. athas|nestoras tzartzanis|lars j. svensson|lena peterson|huimin li|xing yu jiang|peiqing wang|w.-c. liu,ac-1: a clock-powered microprocessor.,1997,512186,conf/islped/AthasTSPLJWL97,6,0,5,0,5,3,duangduen roongpiboonsopit|hassan a. karimi,comparative evaluation and analysis of online geocoding services.,2010,1996290,journals/gis/RoongpiboonsopitK10,6,0,5,0,5,2,0.0,0.0,13,1,1,1,0,28,0,0,8,2,6,0.0
2693,conf/ascilite/CooperDF02,conf/candc/Treadaway09,False,7,martyn cooper|alexis a. donnelly|josé m. m. ferreira,remote controlled experiments for teaching over the internet: a comparision of approaches developed in the pearl project.,2002,59062,conf/ascilite/CooperDF02,1,0,5,0,5,2,cathy treadaway,hand e-craft: an investigation into hand use in digital creative practice.,2009,811705,conf/candc/Treadaway09,1,0,5,0,5,3,0.0,0.0,7,1,1,1,0,47,1,0,3,1,2,0.04
2694,conf/micai/EstradaAO10,conf/conielecomp/RodriguezREGG05,True,5,oscar estrada|josé arrazola|mauricio osorio,a possibilistic intuitionistic logic.,2010,582349,conf/micai/EstradaAO10,1,0,5,0,5,3,rocío santillán rodríguez|carolina yolanda castañeda roldán|javier garcés eisele|ma. del pilar gómez gil|mauricio javier osorio galindo,algorithms for the typing of related dna sequences.,2005,135097,conf/conielecomp/RodriguezREGG05,1,0,5,0,5,1,0.0,0.0,5,1,1,1,0,14,0,0,3,5,2,0.0
2695,conf/waim/HuCCD05,journals/siamsc/ChanC10,False,5,tianlei hu|gang chen|ke chen 0005|jinxiang dong,garwm: towards a generalized and adaptive watermark scheme for relational data.,2005,762785,conf/waim/HuCCD05,3,0,914,0,914,1,raymond h. chan|ke chen 0002,a multilevel algorithm for simultaneously denoising and deblurring images.,2010,2334489,journals/siamsc/ChanC10,3,146,5,146,5,4,0.0,0.0,5,0,0,1,0,5,3,0,4,2,2,0.17647058823529413
2696,conf/ecoop/Jacobs96,conf/ecoop/DamJLP09,False,2,bart jacobs,inheritance and cofree constructions.,1996,202890,conf/ecoop/Jacobs96,1,0,915,0,915,1,mads dam|bart jacobs 0002|andreas lundblad|frank piessens,security monitor inlining for multithreaded java.,2009,203161,conf/ecoop/DamJLP09,1,0,915,0,915,3,0.0,0.0,13,1,1,1,0,12,0,0,1,4,3,0.0
2697,reference/complexity/Han09,conf/sera/HanMP10,False,4,bin han,bivariate (two-dimensional) wavelets.,2009,2425168,reference/complexity/Han09,6,0,916,0,916,4,bin han 0002|serguei a. mokhov|joey paquet,advances in the design and implementation of a multi-tier architecture in the gipsy environment with java.,2010,685490,conf/sera/HanMP10,1,0,916,0,916,4,0.0,0.0,1,1,1,0,0,69,0,0,1,3,2,0.0
2698,journals/bmcbi/BradshawSH06,journals/puc/NylanderBW05,False,6,charles richard bradshaw|vineeth surendranath|bianca habermann,profat: a web-based tool for the functional annotation of protein sequences.,2006,1850597,journals/bmcbi/BradshawSH06,3,21,5,21,5,2,stina nylander|markus bylund|annika wærn,ubiquitous service access through adapted user interfaces on multiple devices.,2005,2189969,journals/puc/NylanderBW05,3,121,5,121,5,4,0.0,0.0,1,0,1,1,0,2,0,0,3,3,0,0.0
2700,journals/amc/Srivastava09,conf/itc/BaileyMSTWFAWR02,False,7,rekha srivastava,classes of series identities and associated hypergeometric reduction formulas.,2009,2310130,journals/amc/Srivastava09,3,27,5,27,5,2,b. bailey|a. metayer|b. svrcek|nandu tendolkar|e. wolf|eric fiene|mike alexander|rick woltenberg|rajesh raina,test methodology for motorola's high performance e500 core based on powerpc instruction set architecture.,2002,532310,conf/itc/BaileyMSTWFAWR02,3,0,439,0,439,3,0.0,0.0,7,0,0,1,0,27,0,0,1,9,8,0.0
2701,conf/cgo/JoshiBZ04,conf/iri/JoshiA06,True,5,rahul joshi|michael d. bond|craig b. zilles,targeted path profiling: lower overhead path profiling for staged dynamic optimization systems.,2004,101657,conf/cgo/JoshiBZ04,1,0,918,0,918,1,rahul joshi|y. alp aslandogan,concept-based web search using domain prediction and parallel query expansion.,2006,487636,conf/iri/JoshiA06,1,0,412,0,412,1,0.0,0.25,2,1,0,1,1,17,0,0,3,2,1,0.0
2703,conf/cg/HendersonH08,journals/algorithmica/KearneyHM99,True,3,philip henderson|ryan b. hayward,probing the 4-3-2 edge template in hex.,2008,100881,conf/cg/HendersonH08,1,0,919,0,919,3,paul e. kearney|ryan hayward|henk meijer,evolutionary trees and ordinal assertions.,1999,1823855,journals/algorithmica/KearneyHM99,3,0,5,0,5,2,0.0,0.0,9,1,0,0,0,3,0,0,2,3,1,0.0
2704,conf/ideas/EzeifeZ99,conf/ideas/EzeifeC04,True,1,c. i. ezeife|jian zheng,measuring the performance of database object horizontal fragmentation schemes.,1999,440251,conf/ideas/EzeifeZ99,1,0,920,0,920,1,christie i. ezeife|min chen,incremental mining of web sequential patterns using plwap tree on tolerance minsupport.,2004,440249,conf/ideas/EzeifeC04,1,0,920,0,920,3,0.0,0.0,5,1,1,1,0,9,1,0,2,2,0,0.05
2705,conf/iccS/YuHMLQM07,journals/tvlsi/YuL09,False,4,zhengtao yu|lu han|cunli mao|yunwei li|yanxia qiu|xiangyan meng,answer extracting based on passage retrieval in chinese question answering system.,2007,329726,conf/iccS/YuHMLQM07,1,0,489,0,489,4,zhengtao yu 0002|xun liu,implementing multiphase resonant clocking on a finite-impulse response filter.,2009,2291410,journals/tvlsi/YuL09,6,13,5,13,5,1,0.0,0.0,2,0,0,0,0,4,1,0,6,2,4,0.05263157894736842
2707,journals/cogsci/RingachS04,journals/bc/Ringach95,True,4,dario l. ringach|robert shapley,reverse correlation in neurophysiology.,2004,1883247,journals/cogsci/RingachS04,3,89,5,89,0,1,dario l. ringach,a 'tachometer' feedback model of smooth pursuit eye movements.,1995,1838620,journals/bc/Ringach95,3,254,5,254,0,3,0.0,0.5,9,0,1,1,1,23,0,0,2,1,1,0.0
2708,conf/lrec/TonelliDB08,conf/ishpc/MunzLZBSB99,False,2,sara tonelli|rodolfo delmonte|antonella bristot,enriching the venice italian treebank with dependency and grammatical relations.,2008,906191,conf/lrec/TonelliDB08,1,0,629,0,629,4,frank munz|thomas ludwig 0002|sibylle ziegler|p. bartenstein|markus schwaiger|arndt bode,kinetic analysis of functional images: the case for a practical approach to performance prediction.,1999,510937,conf/ishpc/MunzLZBSB99,1,0,1564,0,1564,2,0.0,0.0,9,1,0,1,0,19,1,0,3,6,3,0.043478260869565216
2710,journals/aim/SenNBGGE08,journals/ercim/BallesterBR07,False,5,prithviraj sen|galileo namata|mustafa bilgic|lise getoor|brian gallagher|tina eliassi-rad,collective classification in network data.,2008,1821604,journals/aim/SenNBGGE08,3,289,5,289,5,3,miguel ángel gonzález ballester|philippe büchler|nils reimers,combined statistical model of bone shape.,2007,2405329,journals/ercim/BallesterBR07,3,389,5,389,5,1,0.0,0.0,1,0,1,1,0,1,0,0,6,3,3,0.0
2711,journals/cphysics/KaoLKR11,journals/jar/KiferL92,False,3,h. c. kao|m. lewkowicz|y. korniyenko|b. rosenstein,dynamical approach to ballistic transport in graphene.,2011,2358735,journals/cphysics/KaoLKR11,3,54,5,54,0,2,michael kifer|eliezer l. lozinskii,a logic for reasoning with inconsistency.,1992,2081264,journals/jar/KiferL92,3,654,5,654,0,1,0.0,0.0,19,0,1,1,0,13,0,0,4,2,2,0.0
2713,conf/icmcs/ZhouXNGH07,conf/semweb/LambrixTX08,False,4,yue zhou|wei xu|huazhong ning|yihong gong|thomas s. huang,detecting unsafe driving patterns using discriminative learning.,2007,390067,conf/icmcs/ZhouXNGH07,1,0,5,0,5,1,patrick lambrix|he tan|wei xu 0002,literature-based alignment of ontologies.,2008,684189,conf/semweb/LambrixTX08,1,0,5,0,5,4,0.0,0.0,1,1,1,1,0,23,0,0,5,3,2,0.0
2714,conf/dl/DingMS99,conf/lcn/ChengGD07,False,6,wei ding|gary marchionini|dagobert soergel,multimodal surrogates for video browsing.,1999,184950,conf/dl/DingMS99,1,0,921,0,921,4,w. q. cheng|jian gong|wei ding 0001,identifying bt-like p2p traffic by the discreteness of remote hosts.,2007,565911,conf/lcn/ChengGD07,1,0,51,0,51,2,0.0,0.0,8,1,0,1,0,27,0,0,3,3,0,0.0
2715,journals/ibmrd/HirschKMSS86,conf/lcn/ApelBM09,False,2,peter hirsch|william katke|michael meier 0004|steven snyder|richard stillman,interfaces for knowledge-base builders' control knowledge and application-specific procedures.,1986,2002361,journals/ibmrd/HirschKMSS86,3,28,5,28,5,3,martin apel|christian bockermann|michael meier,measuring similarity of malware behavior.,2009,566474,conf/lcn/ApelBM09,1,0,51,0,51,2,0.0,0.0,23,0,0,0,0,53,0,0,5,3,2,0.0
2716,journals/nar/WangHRDCZHYLCFLLWBWYYW05,conf/sigmod/LiuJ09,False,6,jing wang 0003|ximiao he|jue ruan|mingtao dai|jie chen|yong zhang|yafeng hu|chen ye|shengting li|lijuan cong|lin fang|bin liu|songgang li|jian wang|david w. burt|gane ka-shu wong|jun yu|huanming yang|jun wang,chickvd: a sequence variation database for the chicken genome.,2005,2158689,journals/nar/WangHRDCZHYLCFLLWBWYYW05,1,45,196,45,196,4,bin liu 0002|h. v. jagadish,datalens: making a good first impression.,2009,703563,conf/sigmod/LiuJ09,1,0,196,0,196,2,0.0,0.0,4,0,1,1,0,21,1,0,19,2,17,0.07142857142857142
2717,conf/cvdb/LiuGJ05,journals/nar/JayapandianCTYEILNSAASJ07,False,3,bin liu|amarnath gupta|ramesh jain,a live multimedia stream querying system.,2005,150083,conf/cvdb/LiuGJ05,1,0,922,0,922,3,magesh jayapandian|adriane chapman|v. glenn tarcea|cong yu|aaron elkiss|angela ianni|bin liu 0002|arnab nandi|carlos santos|philip andrews|brian d. athey|david j. states|h. v. jagadish,michigan molecular interactions (mimi): putting the jigsaw puzzle together.,2007,2159508,journals/nar/JayapandianCTYEILNSAASJ07,3,45,5,45,5,1,0.0,0.0,2,0,0,0,0,34,0,0,3,13,10,0.0
2719,conf/rsp/HinkelbeinKMM02,conf/fpl/HinkelbeinKKMM04,True,2,christian hinkelbein|andreas kugel|reinhard männer|matthias müller,reconfigurable hardware control software.,2002,658720,conf/rsp/HinkelbeinKMM02,1,0,924,0,924,2,christian hinkelbein|andrei khomich|andreas kugel|reinhard männer|matthias müller,using of fpga coprocessor for improving the execution speed of the pattern recognition algorithm for atlas - high energy physics experiment.,2004,251066,conf/fpl/HinkelbeinKKMM04,1,0,505,0,505,3,0.0,0.8,2,1,0,1,1,99,0,0,4,5,1,0.0
2721,conf/spdp/KazmierczakR93,conf/ica/ChoiJLK04,False,5,art kazmierczak|sridhar radhakrishnan,an optimal distributed ear decomposition algorithm with applications to biconnectivity and outerplanarity testing.,1993,721210,conf/spdp/KazmierczakR93,1,0,926,0,926,4,changkyu choi|gil-jin jang|yongbeom lee|sang ryong kim,adaptive cross-channel interference cancellation on blind source separation outputs.,2004,309346,conf/ica/ChoiJLK04,1,0,2075,0,2075,4,0.0,0.0,11,1,0,1,0,30,0,0,2,4,2,0.0
2722,journals/nar/ChenWLJW06,conf/wcnc/WangPWSC08,False,8,lusheng chen|wei wang 0004|shaoping ling|caiyan jia|fei wang,kemadom: a web server for domain prediction using kernel machine with local context.,2006,2159272,journals/nar/ChenWLJW06,1,45,5,45,0,1,wei wang 0015|dongming peng|honggang wang|hamid sharif|hsiao-hwa chen,energy-distortion-authentication optimized resource allocation for secure wireless image streaming.,2008,874011,conf/wcnc/WangPWSC08,1,0,108,0,108,4,0.0,0.0,2,0,0,1,0,15,1,0,5,5,0,0.047619047619047616
2723,conf/kdd/GoldbergS95,journals/aim/SenatorGWCKKLMW95,True,2,henry g. goldberg|ted e. senator,restructuring databases for knowledge discovery by consolidation and link formation.,1995,554635,conf/kdd/GoldbergS95,1,0,5,0,5,3,ted e. senator|henry g. goldberg|jerry wooton|matthew a. cottini|a. f. umar khan|christina d. klinger|winston m. llamas|michael p. marrone|raphael w. h. wong,the financial crimes enforcement network ai system (fais) identifying potential money laundering from reports of large cash transactions.,1995,1821413,journals/aim/SenatorGWCKKLMW95,1,0,5,0,5,1,0.0,0.2222222222222222,0,1,1,1,0,53,0,1,2,9,7,0.0
2724,journals/jucs/WulfKSIMPFNH99,conf/chi/PeltonenKSJIEOS08,True,6,volker wulf|matthias krings|oliver stiemerling|giulio iacucci|martin maidhof|ralph peters|paul fuchs-fronhofen|bernhard nett|joachim hinrichs,improving inter-organizational processes with integrated organization and technology development.,1999,2137247,journals/jucs/WulfKSIMPFNH99,3,337,5,337,0,1,peter peltonen|esko kurvinen|antti salovaara|giulio jacucci|tommi ilmonen|john evans|antti oulasvirta|petri saarikko,"it's mine, don't touch!: interactions at a large multi-touch display in a city centre.",2008,106834,conf/chi/PeltonenKSJIEOS08,1,0,387,0,387,4,0.0,0.0,9,0,0,0,0,11,0,0,9,8,1,0.0
2725,conf/vldb/Celis96,conf/dagm/BohmHF01,False,3,pedro celis,the query optimizer in tandem's new serverware sql product.,1996,752100,conf/vldb/Celis96,1,0,139,0,139,2,jan böhm|jürgen hefele|dieter fritsch,towards online pose measurement for robots.,2001,159312,conf/dagm/BohmHF01,1,0,120,0,120,4,0.0,0.0,5,1,0,1,0,16,0,0,1,3,2,0.0
2727,journals/coling/VerberneBOC10,conf/ideal/LiuH04,False,5,suzan verberne|lou boves|nelleke oostdijk|peter-arno coppen,what is not in the bag of words for why-qa?,2010,1884229,journals/coling/VerberneBOC10,1,338,5,338,5,4,yu-chin liu|ping-yu hsu,char: an automatic way to describe characteristics of data.,2004,439569,conf/ideal/LiuH04,1,0,556,0,556,3,0.0,0.0,6,0,0,1,0,16,1,0,4,2,2,0.05555555555555555
2728,conf/waim/ChenCHD05,journals/jcc/ChenJDK09,False,8,gang chen|ke chen 0005|tianlei hu|jinxiang dong,watermarking abstract tree-structured data.,2005,762784,conf/waim/ChenCHD05,6,0,5,0,0,4,ke chen 0003|yingfu jiang|li du|lukasz a. kurgan,prediction of integral membrane protein type by collocated hydrophobic amino acid pairs.,2009,2093319,journals/jcc/ChenJDK09,6,7,5,7,0,3,0.0,0.0,4,0,1,1,0,45,0,0,4,4,0,0.0
2730,conf/fintal/EikenLWRB06,conf/gmmemv/RichterFL05,False,1,unni cathrine eiken|anja therese liseth|hans friedrich witschel|matthias richter|chris biemann,ord i dag: mining norwegian daily newswire.,2006,241229,conf/fintal/EikenLWRB06,1,0,927,0,927,4,matthias richter 0002|stephan frei|c. lippert,emv-prozesse und tools für eine baureihen-übergreifende elektronikentwicklung.,2005,275531,conf/gmmemv/RichterFL05,3,0,862,0,862,2,0.0,0.0,1,1,0,0,0,35,0,0,5,3,2,0.0
2731,journals/corr/abs-0805-0510,journals/sigpro/PlumbleyABD06,True,5,thomas blumensath|mike e. davies,iterative hard thresholding for compressed sensing,2008,1915971,journals/corr/abs-0805-0510,3,5,5,5,5,4,mark d. plumbley|samer a. abdallah|thomas blumensath|michael e. davies,sparse representations of polyphonic music.,2006,2311852,journals/sigpro/PlumbleyABD06,3,151,5,151,5,4,0.0,0.2,2,0,1,1,0,7,0,0,2,4,2,0.0
2732,conf/soda/ShahF01,journals/jcb/Farach97,True,3,rahul shah|martin farach-colton,on the midpath tree conjuncture: a counter-example.,2001,716912,conf/soda/ShahF01,3,0,506,0,506,1,martin farach,recognizing circular decompossible metrics.,1997,2089949,journals/jcb/Farach97,3,81,5,81,5,1,0.0,0.0,4,0,0,1,0,8,0,0,2,1,1,0.0
2733,journals/cphysics/MullerG10a,conf/gvd/Muller05,False,4,thomas müller|frank grave,an updated version of the motion4d-library.,2010,2358639,journals/cphysics/MullerG10a,1,54,5,54,0,3,thomas müller 0003,sql-basierte datenbankzugriffe und xml: verarbeitung von anfrageergebnissen in anwendungsprogrammen.,2005,278812,conf/gvd/Muller05,3,0,571,0,571,2,0.0,0.0,5,0,0,0,0,57,0,0,2,1,1,0.0
2734,journals/bmcbi/WongsereeAPSLC09,journals/heuristics/ChaiyaratanaPS07,True,2,waranyu wongseree|anunchai assawamakin|theera piroonratana|saravudh sinsomros|chanin limwongse|nachol chaiyaratana,detecting purely epistatic multi-locus interactions by an omnibus permutation test on ensembles of two-locus analyses.,2009,1850740,journals/bmcbi/WongsereeAPSLC09,3,21,5,21,5,4,nachol chaiyaratana|theera piroonratana|nuntapon sangkawelert,effects of diversity control in single-objective and multi-objective genetic algorithms.,2007,1997132,journals/heuristics/ChaiyaratanaPS07,3,179,5,179,5,3,0.031993353317994314,0.2857142857142857,2,0,1,1,0,30,1,0,6,3,3,0.041666666666666664
2736,conf/vdb/EsseniusSKSG98,conf/compgeom/DoraiswamySN10,False,3,e. essenius|mattie sim|peter kist|n. simon|w. gerhard,a working generic canonical schematic uims for an odbms.,1998,747609,conf/vdb/EsseniusSKSG98,1,0,928,0,928,4,harish doraiswamy|aneesh sood|vijay natarajan,constructing reeb graphs using cylinder maps.,2010,131373,conf/compgeom/DoraiswamySN10,1,0,828,0,828,2,0.0,0.0,12,1,0,1,0,11,0,0,5,3,2,0.0
2737,conf/icdim/BasaeedBBZ07,conf/europar/DelaitreZVJBSSRW98,True,2,essa basaeed|jawad berri|rachid benlamri|mohamed jamal zemerly,m-learning activity-based context management.,2007,834404,conf/icdim/BasaeedBBZ07,1,0,804,0,804,2,thierry delaitre|m. j. zemerly|p. vekariya|g. r. justo|julien bourgeois|f. schinkman|françois spies|s. randoux|stephen c. winter,edpepps: a toolset for the design and performance evaluation of parallel applications.,1998,229613,conf/europar/DelaitreZVJBSSRW98,1,0,335,0,335,1,0.0,0.0,9,1,0,1,0,41,0,0,4,9,5,0.0
2740,journals/ec/EmmerichGS01,conf/evoW/EggermontLBMELBDR08,True,7,michael emmerich|monika grötzner|martin schütz,design of graph-based evolutionary algorithms: a case study for chemical process networks.,2001,1964607,journals/ec/EmmerichGS01,3,339,5,339,5,1,jeroen eggermont|rui li|ernst g. p. bovenkamp|henk a. marquering|michael t. m. emmerich|aad van der lugt|thomas bäck|jouke dijkstra|johan h. c. reiber,optimizing computed tomographic angiography image segmentation using fitness based partitioning.,2008,233370,conf/evoW/EggermontLBMELBDR08,1,0,5,0,5,4,0.02581200460925693,0.0,7,0,1,0,0,6,0,0,3,9,6,0.0
2741,conf/cp/CorreiaB08,conf/vtc/EspiAAD09,False,6,marco correia|pedro barahona,on the efficiency of impact based heuristics.,2008,138792,conf/cp/CorreiaB08,4,0,404,0,404,3,jorge espi|robert atkinson|ivan andonovic|john dunlop,proactive route optimization for fast mobile ipv6.,2009,809462,conf/vtc/EspiAAD09,4,0,301,0,301,4,0.0,0.0,1,1,0,1,0,5,0,0,2,4,2,0.0
2742,conf/cocoon/WangY00,journals/jco/YangC07,True,1,cao an wang|bo-ting yang,tetrahedralization of two nested convex polyhedra.,2000,124712,conf/cocoon/WangY00,1,0,5,0,0,3,boting yang|yi cao,monotonicity of strong searching on digraphs.,2007,2099289,journals/jco/YangC07,3,495,5,495,0,1,0.0,0.0,7,0,1,0,0,5,1,0,2,2,0,0.09090909090909091
2743,conf/otm/KimCLL06,journals/ieicet/CheonL06,False,5,kyoung hyun kim|eun young choi|su-mi lee|dong hoon lee,secure epcglobal class-1 gen-2 rfid system against security and privacy problems.,2006,614918,conf/otm/KimCLL06,3,0,5,0,0,3,jung hee cheon|dong hoon lee 0002,quadratic equations from apn power functions.,2006,2010028,journals/ieicet/CheonL06,3,34,5,34,0,4,0.0,0.0,0,0,1,1,0,36,0,1,4,2,2,0.0
2744,journals/fgcs/Oppliger00,journals/computer/Oppliger03,True,3,rolf oppliger,privacy protection and anonymity services for the world wide web (www).,2000,1987168,journals/fgcs/Oppliger00,3,203,5,203,5,3,rolf oppliger,microsoft .net passport: a security analysis.,2003,1894760,journals/computer/Oppliger03,3,199,5,199,5,1,0.0,1.0,3,0,1,1,1,26,0,0,1,1,0,0.0
2745,conf/cscwd/OliveiraSSM02,conf/icip/IwahashiFBK99,False,1,jonice oliveira|jano moreira de souza|julia celia m. strauch|carlete rosana ferreira marques,epistheme: scientific knowledge management environment in the specs collaborative framework.,2002,144710,conf/cscwd/OliveiraSSM02,1,0,902,0,902,3,masahiro iwahashi|shinji fukuma|narong buabthong|noriyoshi kambayashi,inter color and inter intra band prediction on reversible wavelet for lossless progressive color coding.,1999,372810,conf/icip/IwahashiFBK99,1,0,902,0,902,4,0.0,0.0,3,1,1,1,0,12,0,0,4,4,0,0.0
2746,conf/cis/ZhangX05,journals/tsp/ZhangCL09,False,4,rui zhang 0005|zongben xu,a generalized global convergence theory of projection-type neural networks for optimization.,2005,114588,conf/cis/ZhangX05,1,0,141,0,141,4,rui zhang|chin choy chai|ying-chang liang,joint beamforming and power control for multiantenna relay broadcast channel with qos constraints.,2009,2351000,journals/tsp/ZhangCL09,3,15,803,15,803,2,0.0,0.0,4,0,0,0,0,6,1,0,2,3,1,0.043478260869565216
2747,conf/pg/SrinivasanAC02,journals/jsi/YoonZMC98,False,2,vinod srinivasan|ergun akleman|jianer chen,interactive construction of multi-segment curved handles .,2002,633066,conf/pg/SrinivasanAC02,1,0,5,0,0,1,d. h. h. yoon|q. zhu|v. mohanram|j. cheng,obj-net: an object oriented system design tool.,1998,2129455,journals/jsi/YoonZMC98,3,656,5,656,0,4,0.0,0.0,4,0,1,0,0,11,0,0,3,4,1,0.0
2748,conf/eusflat/KastnerH07,conf/icaart/WrightG09,False,2,wolfgang kästner|rainer hampel,soft computing at the zittau ipm - an overview.,2007,855309,conf/eusflat/KastnerH07,1,0,930,0,930,1,robert wright|nathaniel gemelli,state aggregation for reinforcement learning using neuroevolution.,2009,877810,conf/icaart/WrightG09,1,0,2148,0,2148,2,0.0,0.0,2,1,0,1,0,19,0,0,2,2,0,0.0
2749,conf/cloud/AmurCGGKS10,conf/spaa/RuwaseGMRCKR08,True,3,hrishikesh amur|james cipar|varun gupta|gregory r. ganger|michael a. kozuch|karsten schwan,robust and flexible power-proportional storage.,2010,907373,conf/cloud/AmurCGGKS10,1,0,279,0,279,2,olatunji ruwase|phillip b. gibbons|todd c. mowry|vijaya ramachandran|shimin chen|michael kozuch|michael p. ryan,parallelizing dynamic information flow tracking.,2008,720885,conf/spaa/RuwaseGMRCKR08,1,0,968,0,968,2,0.0,0.0,2,1,0,1,0,1,0,0,6,7,1,0.0
2750,conf/hotos/KrohnEFKKMMOVZ05,journals/tocs/VandebogartEKKFZKMM07,True,8,maxwell n. krohn|petros efstathopoulos|cliff frey|m. frans kaashoek|eddie kohler|david mazières|robert morris|michelle osborne|steve vandebogart|david ziegler,make least privilege a right (not a privilege).,2005,296489,conf/hotos/KrohnEFKKMMOVZ05,1,0,931,0,931,4,steve vandebogart|petros efstathopoulos|eddie kohler|maxwell n. krohn|cliff frey|david ziegler|m. frans kaashoek|robert morris|david mazières,labels and event processes in the asbestos operating system.,2007,2270979,journals/tocs/VandebogartEKKFZKMM07,3,468,5,468,5,4,0.0,0.9,2,0,0,0,0,13,0,0,10,9,1,0.0
2751,journals/siamcomp/HwangHW05,journals/siamcomp/DuH92,True,8,frank kwang-ming hwang|yong he|yang wang,"strictly nonblocking multirate logd(n, m, p) networks.",2005,2203966,journals/siamcomp/HwangHW05,3,116,5,116,5,1,ding-zhu du|frank k. hwang,reducing the steiner problem in a normed space.,1992,2202688,journals/siamcomp/DuH92,3,116,5,116,5,1,0.0,0.0,13,1,1,1,0,7,0,0,3,2,1,0.0
2752,conf/icip/El-FallahF94,journals/prl/YouF94,True,7,adel i. el-fallah|gary e. ford,the evolution of mean curvature in image filtering.,1994,371850,conf/icip/El-FallahF94,1,0,829,0,829,4,shingchern d. you|gary e. ford,network model for invariant object recognition.,1994,2188544,journals/prl/YouF94,3,75,5,75,5,1,0.0,0.3333333333333333,0,0,0,0,0,4,0,1,2,2,0,0.0
2753,journals/tpds/RathaJ99,journals/pr/PaglieroniJ87,False,6,nalini k. ratha|anil k. jain,computer vision algorithms on reconfigurable logic arrays.,1999,2280400,journals/tpds/RathaJ99,3,117,5,117,0,4,david w. paglieroni|anil k. jain 0002,fast classification of discrete shape contours.,1987,2182277,journals/pr/PaglieroniJ87,3,109,5,109,0,3,0.0,0.0,12,0,1,1,0,11,0,0,2,2,0,0.0
2755,conf/ciac/DuttingH10,conf/www/DuttingHW10,True,4,paul dütting|monika henzinger,mechanisms for the marriage and the assignment game.,2010,108978,conf/ciac/DuttingH10,1,0,932,0,932,1,paul dütting|monika henzinger|ingmar weber,how much is your personal recommendation worth?,2010,789914,conf/www/DuttingHW10,6,0,82,0,82,3,0.0,0.6666666666666666,0,1,0,0,1,5,0,1,2,3,1,0.0
2756,conf/tsd/MotlicekC00,conf/tsd/MotlicekC04,True,1,petr motlícek|jan cernocký,optimal pitch path tracking for more reliable pitch detection.,2000,740305,conf/tsd/MotlicekC00,1,0,933,0,933,1,petr motlícek|jan cernocký,multimodal phoneme recognition of meeting data.,2004,740307,conf/tsd/MotlicekC04,1,0,933,0,933,1,0.0,1.0,4,1,1,1,1,15,0,0,2,2,0,0.0
2757,journals/pr/LeeLY97,conf/naacl/KimSL05,True,8,geunbae lee|jong-hyeok lee|jinhee yoo,multi-level post-processing for korean character recognition using morphological analysis and linguistic evaluation.,1997,2181662,journals/pr/LeeLY97,3,109,934,109,934,2,kyungduk kim|yu song|gary geunbae lee,posbiotm/w: a development workbench for machine learning oriented biomedical text mining system.,2005,600204,conf/naacl/KimSL05,1,0,934,0,934,4,0.0,0.0,8,0,1,0,0,20,1,0,3,3,0,0.043478260869565216
